index,beer_name,beer_abv,beer_ibu,beer_style
2309,Alaskan Pale,5.2,0.0,Golden or Blonde Ale
2310,Griffin Golden Ale,5.2,0.0,Golden or Blonde Ale
2311,Estes Park Gold,4.2,0.0,Golden or Blonde Ale
2312,Border Gold Oranic Ale,6.0,0.0,Golden or Blonde Ale
2313,Fat City Ale,4.5,0.0,Golden or Blonde Ale
2314,Summer Blonde,4.0,0.0,Golden or Blonde Ale
2315,Bistro Blonde,4.2,0.0,Golden or Blonde Ale
2316,Nine Men Ale,4.3,0.0,Golden or Blonde Ale
2317,Brooklyn Summer Ale,0.0,0.0,Golden or Blonde Ale
2318,Mt. Takhoma Blonde Ale,3.8,0.0,Golden or Blonde Ale
2319,Whitetail Golden Ale,5.0,0.0,Golden or Blonde Ale
2320,Hot Shot ESB,5.0,0,Extra Special Bitter
2321,GABF 25th Year Beer,0.0,0,Extra Special Bitter
2322,2Â° Below,6.6,0,Extra Special Bitter
2323,The Wise ESB,5.9,0,Extra Special Bitter
2324,Anvil Ale,4.8,0,Extra Special Bitter
2325,St. Charles ESB,4.5,0,Extra Special Bitter
2326,Bachelor ESB,5.3,0.0,Extra Special Bitter
2327,ESB,5.7,0.0,Extra Special Bitter
2328,Scarlet Lady Ale,5.0,0.0,Extra Special Bitter
2329,Winter Storm,7.5,0.0,Extra Special Bitter
2330,Broadside Ale,6.3,0.0,Extra Special Bitter
2331,Adnam's Suffolk Special Bitter,4.5,0.0,Extra Special Bitter
2332,Firehouse ESB,5.5,0.0,Extra Special Bitter
2333,Alaskan ESB,5.0,0.0,Extra Special Bitter
2334,Climax Extra Special Bitter Ale,5.5,0.0,Extra Special Bitter
2335,Barristers Bitter,4.0,0.0,Extra Special Bitter
2336,Velvet ESB,5.2,0.0,Extra Special Bitter
2337,Barrel Aged Synapse ESB,6.0,0.0,Extra Special Bitter
2338,Fuller's ESB,4.5,0.0,Extra Special Bitter
2339,River Horse Special Ale,4.5,0.0,Extra Special Bitter
2340,Brown's Point ESB,5.6,0.0,Extra Special Bitter
2341,Roland's ESB,5.0,0.0,Extra Special Bitter
2342,The Physics,5.0,0.0,Extra Special Bitter
2343,Phoenixx Double ESB,7.2,0.0,Extra Special Bitter
2344,Yule Tide,10.0,0,Belgian-Style Tripel
2345,Watou Tripel,7.5,0,Belgian-Style Tripel
2346,New Belgium Trippel Belgian Style Ale,8.5,0,Belgian-Style Tripel
2347,St. Bernardus Tripel,8.0,0,Belgian-Style Tripel
2348,Westmalle Trappist Tripel,9.5,0,Belgian-Style Tripel
2349,Sprecher Abbey Triple,8.41,0,Belgian-Style Tripel
2350,Tripel Crown,10.0,0,Belgian-Style Tripel
2351,La Trappe Tripel,8.0,0,Belgian-Style Tripel
2352,Black Tulip,9.0,0.0,Belgian-Style Tripel
2353,Abbey Triple,9.0,0.0,Belgian-Style Tripel
2354,Golden Monkey Tripel,9.5,0.0,Belgian-Style Tripel
2355,Tripel Ale,9.6,0.0,Belgian-Style Tripel
2356,Brueghel Blonde,5.9,0.0,Belgian-Style Tripel
2357,10,10.0,0.0,Belgian-Style Tripel
2358,Merry Monks,9.3,0.0,Belgian-Style Tripel
2359,Eleven,11.7,0.0,Belgian-Style Tripel
2360,Prophecy,9.3,0.0,Belgian-Style Tripel
2361,Don De Dieu,9.0,0.0,Belgian-Style Tripel
2362,Chimay Triple (Chimay White),8.0,0.0,Belgian-Style Tripel
2363,Trifecta Belgian Style Tripel,8.1,0.0,Belgian-Style Tripel
2364,Lancaster Limited Triple,0.0,0.0,Belgian-Style Tripel
2365,Voodoo Love Child,10.5,0.0,Belgian-Style Tripel
2366,Tripel Horse,10.0,0.0,Belgian-Style Tripel
2367,Trade Winds Tripel,8.0,0.0,Belgian-Style Tripel
2368,TrÃ¶egs Splinter Beer Gold,12.0,0.0,Belgian-Style Tripel
2369,Captain Lawrence Xtra Gold,10.0,0.0,Belgian-Style Tripel
2370,Golden Delicious,0.0,0.0,Belgian-Style Tripel
2371,Triple,8.4,0.0,Belgian-Style Tripel
2372,Vivant Tripel,9.25,0.0,Belgian-Style Tripel
2373,Jeremiah Red,7.3,0,Irish-Style Red Ale
2374,Crabby Larry's Irish Red Ale,6.0,0,Irish-Style Red Ale
2375,Celtic Rose,5.0,0.0,Irish-Style Red Ale
2376,Samuel Adams Irish Red,0.0,0.0,Irish-Style Red Ale
2377,Boulevard Irish Ale,5.8,0.0,Irish-Style Red Ale
2378,Manzanita Red,0.0,0.0,Irish-Style Red Ale
2379,King Crimson,6.0,0.0,Irish-Style Red Ale
2380,Michelob Irish Red,0.0,0.0,Irish-Style Red Ale
2381,HotRod Red,6.1,0.0,Irish-Style Red Ale
2382,Irish Amber,4.6,0.0,Irish-Style Red Ale
2383,Arabier,9.0,0,Belgian-Style Pale Strong Ale
2384,Bos Keun,8.9,0,Belgian-Style Pale Strong Ale
2385,La Chouffe Golden Ale,8.0,0,Belgian-Style Pale Strong Ale
2386,Oro de Calabaza,8.0,0,Belgian-Style Pale Strong Ale
2387,Abbaye de Saint-Martin Blonde,7.0,0,Belgian-Style Pale Strong Ale
2388,Gran Met,10.5,0.0,Belgian-Style Pale Strong Ale
2389,Holy Mackerel Special Golden Ale,8.5,0.0,Belgian-Style Pale Strong Ale
2390,BJ's Annual Grand Cru,10.0,0.0,Belgian-Style Pale Strong Ale
2391,Gulden Fraug Belgian Ale,10.5,0.0,Belgian-Style Pale Strong Ale
2392,One,8.0,0.0,Belgian-Style Pale Strong Ale
2393,Rochefort 10,11.3,0,Belgian-Style Quadrupel
2394,Abt 12,10.0,0,Belgian-Style Quadrupel
2395,Blasphemy,11.8,0.0,Belgian-Style Quadrupel
2396,Quad,11.8,0.0,Belgian-Style Quadrupel
2397,Partridge In A Pear Tree,12.0,0.0,Belgian-Style Quadrupel
2398,McChouffe,8.5,0,Dark American-Belgo-Style Ale
2399,Rochefort 6,7.5,0,Dark American-Belgo-Style Ale
2400,Grotten Brown,6.7,0,Dark American-Belgo-Style Ale
2401,JuleÃ¸l,5.9,0.0,Dark American-Belgo-Style Ale
2402,Trois Pistoles,9.0,0.0,Dark American-Belgo-Style Ale
2403,Belgian Freeze Winter Ale,8.0,0.0,Dark American-Belgo-Style Ale
2404,Doppelbock Dunkel,8.5,0,German-Style Doppelbock
2405,Urbock 23Â°,9.6,0,German-Style Doppelbock
2406,Sprecher Doppelbock,7.85,0,German-Style Doppelbock
2407,Navigator Doppelbock,8.9,0,German-Style Doppelbock
2408,Butthead Doppelbock,8.2,0,German-Style Doppelbock
2409,Troegenator Double Bock,8.2,0.0,German-Style Doppelbock
2410,Climax Doppel Bock,8.0,0.0,German-Style Doppelbock
2411,Smooth Hoperator,7.0,0.0,German-Style Doppelbock
2412,Ramstein Winter Wheat,9.5,0.0,German-Style Doppelbock
2413,Andygator,8.0,0.0,German-Style Doppelbock
2414,RUMBAH Double Rum Bock,10.0,0.0,German-Style Doppelbock
2415,Cerveza Roja,6.0,0,German-Style Oktoberfest
2416,Festbier,0.0,0,German-Style Oktoberfest
2417,Herbstbeer,0.0,0,German-Style Oktoberfest
2418,Winter-Traum,5.4,0,German-Style Oktoberfest
2419,Steinworthy Oktoberfest,6.0,0,German-Style Oktoberfest
2420,Oktoberfest,0.0,0,German-Style Oktoberfest
2421,Wooly Bully,0.0,0,German-Style Oktoberfest
2422,Manayunk Lager,6.4,0,German-Style Oktoberfest
2423,Winterfest Lager,0.0,0,German-Style Oktoberfest
2424,Marzen Lager,0.0,0,German-Style Oktoberfest
2425,Winterfestival,5.5,0,German-Style Oktoberfest
2426,Marzen,0.0,0,German-Style Oktoberfest
2427,Schaumbergfest,0.0,0,German-Style Oktoberfest
2428,Dogtoberfest Octoberfest,5.3,0,German-Style Oktoberfest
2429,Rocktoberfest,5.0,0,German-Style Oktoberfest
2430,Oktober Fest - MÃ¤rzen,0.0,0,German-Style Oktoberfest
2431,Maslifter Oktoberfest,0.0,0,German-Style Oktoberfest
2432,Oktoberfest,0.0,0,German-Style Oktoberfest
2433,Oktoberfest,0.0,0,German-Style Oktoberfest
2434,Oktoberfest,0.0,0,German-Style Oktoberfest
2435,Sprecher Oktoberfest,5.75,0,German-Style Oktoberfest
2436,Hoptoberfest,0.0,0,German-Style Oktoberfest
2437,Festbier,0.0,0,German-Style Oktoberfest
2438,Octoberfest (discontinued),0.0,0,German-Style Oktoberfest
2439,Capital Fest Beer,0.0,0,German-Style Oktoberfest
2440,Oktoberfestbier / Oktoberfest Ur-MÃ¤rzen,0.0,0,German-Style Oktoberfest
2441,Maifest,0.0,0,German-Style Oktoberfest
2442,Braunbier,5.7,0,German-Style Oktoberfest
2443,Hacker-Pschorr Original Oktoberfest,0.0,0,German-Style Oktoberfest
2444,Harvest Ale,5.6,0,German-Style Oktoberfest
2445,Octoberfest,0.0,0,German-Style Oktoberfest
2446,Oktoberfest,0.0,0,German-Style Oktoberfest
2447,Oktoberfest,0.0,0,German-Style Oktoberfest
2448,Oktoberfest,0.0,0,German-Style Oktoberfest
2449,March MÃ¤rzen,0.0,0,German-Style Oktoberfest
2450,MÃ¤rzen,0.0,0.0,German-Style Oktoberfest
2451,MÃ¤rzen,0.0,0.0,German-Style Oktoberfest
2452,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2453,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2454,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2455,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2456,Munich Summer Fest,0.0,0.0,German-Style Oktoberfest
2457,MÃ¤rzen,0.0,0.0,German-Style Oktoberfest
2458,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2459,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2460,Copperhead Premium Ruby Lager,0.0,0.0,German-Style Oktoberfest
2461,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2462,Oktoberfest,0.0,0.0,German-Style Oktoberfest
2463,Oktoberfest Ale,0.0,0.0,German-Style Oktoberfest
2464,Railyard Ale,5.2,0.0,German-Style Oktoberfest
2465,Kipona Fest,5.2,0.0,German-Style Oktoberfest
2466,Festbier,5.6,0.0,German-Style Oktoberfest
2467,Penn Oktoberfest,4.5,0.0,German-Style Oktoberfest
2468,Lancaster Oktoberfest,6.5,0.0,German-Style Oktoberfest
2469,AutumnFest,5.4,0.0,German-Style Oktoberfest
2470,Samuel Adams OctoberFest,5.7,0.0,German-Style Oktoberfest
2471,OktoberFish,5.5,0.0,German-Style Oktoberfest
2472,Late Harvest Fest Lager,6.2,0.0,German-Style Oktoberfest
2473,Baracktoberfest,0.0,0.0,German-Style Oktoberfest
2474,Climax Oktoberfest,6.2,0.0,German-Style Oktoberfest
2475,Oaktoberfest,0.0,0.0,German-Style Oktoberfest
2476,Bob's '47 Oktoberfest,5.8,0.0,German-Style Oktoberfest
2477,Capital Oktoberfest,0.0,0.0,German-Style Oktoberfest
2478,Maple City Gold,7.2,0.0,German-Style Oktoberfest
2479,Munsterfest,0.0,0.0,German-Style Oktoberfest
2480,Schlafly Oktoberfest,5.1,0.0,German-Style Oktoberfest
2481,Stiegl GoldbrÃ¤u,4.9,0.0,German-Style Oktoberfest
2482,Heavy Seas Prosit! Imperial Oktoberfest Lager,9.0,0.0,German-Style Oktoberfest
2483,Hooker Oktoberfest,5.8,0.0,German-Style Oktoberfest
2484,Oktoberfest,5.01,28.0,German-Style Oktoberfest
2485,Bam BiÃ¨re,4.5,0,French & Belgian-Style Saison
2486,Muse Farmhouse Ale,6.2,0.0,French & Belgian-Style Saison
2487,Rowhouse Red,5.0,0.0,French & Belgian-Style Saison
2488,Red Sky at Night,7.25,0.0,French & Belgian-Style Saison
2489,Helios,7.5,0.0,French & Belgian-Style Saison
2490,Farm Girl Saison,6.0,0.0,French & Belgian-Style Saison
2491,Maillot Jaune,5.5,0.0,French & Belgian-Style Saison
2492,Great Divide Saison,7.3,0.0,French & Belgian-Style Saison
2493,Standing Stone Saison,0.0,0.0,French & Belgian-Style Saison
2494,Saison Rue,8.5,0.0,French & Belgian-Style Saison
2495,Saison De Lente,6.5,0.0,French & Belgian-Style Saison
2496,Stateside Saison,0.0,0.0,French & Belgian-Style Saison
2497,Guava Grove Ale,8.0,0.0,French & Belgian-Style Saison
2498,Allagash Fluxus 09,8.3,0.0,French & Belgian-Style Saison
2499,Blue Paddle Pilsener,4.8,0,German-Style Pilsener
2500,Bohemian Blonde,4.7,0,German-Style Pilsener
2501,Coronado Golden Ale,0.0,0,German-Style Pilsener
2502,Pilsener,4.8,0,German-Style Pilsener
2503,Windy City Pilsner,0.0,0.0,German-Style Pilsener
2504,Peregrine Pilsner,4.8,0.0,German-Style Pilsener
2505,Prima Pils,5.3,0.0,German-Style Pilsener
2506,Sunshine Pils,5.3,0.0,German-Style Pilsener
2507,Labatt Bleue Dry,6.1,0.0,German-Style Pilsener
2508,Penn Pilsner,4.0,0.0,German-Style Pilsener
2509,Stoudt's Pils,4.7,0.0,German-Style Pilsener
2510,Gold Star Pilsner,5.1,0.0,German-Style Pilsener
2511,Small Craft Warning,7.25,0.0,German-Style Pilsener
2512,Genuine Pilsner,5.5,0.0,German-Style Pilsener
2513,Scratch #17 2009,5.6,0.0,German-Style Pilsener
2514,Oak Creek Micro Light,0.0,0.0,German-Style Pilsener
2515,Mama's Little Yella Pils,5.3,0.0,German-Style Pilsener
2516,HUB Lager,5.1,0.0,German-Style Pilsener
2517,Live Oak Pilz,0.0,0.0,German-Style Pilsener
2518,Lionshead,4.5,0.0,German-Style Pilsener
2519,Flensburger Pilsner,4.8,0.0,German-Style Pilsener
2520,CD-Pils,4.9,0.0,German-Style Pilsener
2521,Jever Pilsener,4.9,0.0,German-Style Pilsener
2522,WernesgrÃ¼ner Pils Legende,4.9,0.0,German-Style Pilsener
2523,Esser's Cross Plains Special,0.0,0.0,German-Style Pilsener
2524,Budweiser Budvar (Czechvar),5.0,0.0,German-Style Pilsener
2525,Millennium Lager,5.0,0.0,German-Style Pilsener
2526,LaConner Pilsener,0.0,0.0,German-Style Pilsener
2527,Freestyle Pilsner,5.5,0.0,German-Style Pilsener
2528,Fahrwasser Fairway Pilsner,5.2,0.0,German-Style Pilsener
2529,Hansa Pils,4.8,0.0,German-Style Pilsener
2530,Blacksburger Pils,4.7,0.0,German-Style Pilsener
2531,77 Lager,4.9,0.0,German-Style Pilsener
2532,Samuel Adams Noble Pils,5.2,0.0,German-Style Pilsener
2533,S.O.S,0.0,0.0,German-Style Pilsener
2534,5 Barrel Pale Ale,5.3,0,Classic English-Style Pale Ale
2535,St Peter's Organic Ale,4.5,0,Classic English-Style Pale Ale
2536,Brilliant Barstool,5.1,0,Classic English-Style Pale Ale
2537,West Bank Pub Ale,4.6,0,Classic English-Style Pale Ale
2538,Old Speckled Hen,5.2,0.0,Classic English-Style Pale Ale
2539,Foster's Premium Ale,5.5,0.0,Classic English-Style Pale Ale
2540,Martin's Pale Ale,5.8,0.0,Classic English-Style Pale Ale
2541,Speight's Gold Medal Ale,4.0,0.0,Classic English-Style Pale Ale
2542,Urban Wilderness English Pale,5.1,0.0,Classic English-Style Pale Ale
2543,Legbiter Ale,4.7,0.0,Classic English-Style Pale Ale
2544,Barelegs Brew,4.5,0.0,Classic English-Style Pale Ale
2545,St Patrick's Ale,6.0,0.0,Classic English-Style Pale Ale
2546,Abbey Ale,0.0,0.0,Classic English-Style Pale Ale
2547,Schuylkill Punch,6.0,0,Fruit Beer
2548,Wicked Winter Brew,0.0,0.0,Fruit Beer
2549,Long's Peak Raspberry Wheat,4.2,0.0,Fruit Beer
2550,Valley Brewing Apricot Ale,4.0,0.0,Fruit Beer
2551,Valley Berry Wheat,4.0,0.0,Fruit Beer
2552,Cerise,6.5,0.0,Fruit Beer
2553,Huckleberry Ale,3.5,0.0,Fruit Beer
2554,Wacko,4.5,0.0,Fruit Beer
2555,Cafe Amsterdam's 10th Anniversary Gruit,12.0,0.0,Fruit Beer
2556,Derailed Black Cherry Ale,5.0,0.0,Fruit Beer
2557,Wild Country Raspberry Wheat,4.2,0.0,Fruit Beer
2558,Cascade Razberry Wheat,4.5,0.0,Fruit Beer
2559,Smashing Berry Ale,4.3,0.0,Fruit Beer
2560,Smashing Berry Dark,0.0,0.0,Fruit Beer
2561,Wells Banana Bread Beer,5.2,0.0,Fruit Beer
2562,Doc's Hard Apple Cider,4.5,0.0,Fruit Beer
2563,Triple Citra Hopped Satsuma Wit,0.0,0.0,Fruit Beer
2564,Strawberry,0.0,0.0,Fruit Beer
2565,Satsuma Wit,0.0,0.0,Fruit Beer
2566,The Beast Grand Cru,14.9,0,Belgian-Style Dark Strong Ale
2567,Maudite,8.0,0.0,Belgian-Style Dark Strong Ale
2568,embrasse,9.0,0.0,Belgian-Style Dark Strong Ale
2569,Biscotti,7.0,0.0,Belgian-Style Dark Strong Ale
2570,Lucky 393 Grand Cru,0.0,0.0,Belgian-Style Dark Strong Ale
2571,Verchuosity,12.0,0.0,Belgian-Style Dark Strong Ale
2572,Local 2,8.7,0.0,Belgian-Style Dark Strong Ale
2573,Abbaye de Saint-Martin Brune,8.0,0.0,Belgian-Style Dark Strong Ale
2574,Stone 09.09.09 Vertical Epic Ale,8.9,0.0,Belgian-Style Dark Strong Ale
2575,Tournay Black,7.6,0.0,Belgian-Style Dark Strong Ale
2576,Nor' Easter,12.0,0.0,Belgian-Style Dark Strong Ale
2577,Wexford Irish Cream Ale,5.0,0,American-Style Cream Ale or Lager
2578,Sirius,7.0,0,American-Style Cream Ale or Lager
2579,Climax Cream Ale,0.0,0.0,American-Style Cream Ale or Lager
2580,Terrapin Golden Ale,5.0,0.0,American-Style Cream Ale or Lager
2581,Lodgepole Light,0.0,0.0,American-Style Cream Ale or Lager
2582,JoBoy's Cream Ale,0.0,0.0,American-Style Cream Ale or Lager
2583,Sweet Action,5.2,0.0,American-Style Cream Ale or Lager
2584,Oatmeal Stout,4.5,0,Oatmeal Stout
2585,Black H2O Oatmeal Stout,6.2,0,Oatmeal Stout
2586,Roundabout Oatmeal Stout,6.0,0,Oatmeal Stout
2587,Blackbird Oatmeal Stout,0.0,0.0,Oatmeal Stout
2588,Oatmeal Stout,5.5,0.0,Oatmeal Stout
2589,Ipswich Oatmeal Stout,7.0,0.0,Oatmeal Stout
2590,Oatmeal Stout,5.0,0.0,Oatmeal Stout
2591,Alaskan Stout,5.7,0.0,Oatmeal Stout
2592,Richbrau Oatmeal Stout,5.2,0.0,Oatmeal Stout
2593,Survival Stout,5.3,0.0,Oatmeal Stout
2594,El Toro Negro Oatmeal Stout,0.0,0.0,Oatmeal Stout
2595,Scratch #19 2009 Imperial Double Expresso Oatmeal Stout,9.5,0.0,Oatmeal Stout
2596,State Street Oatmeal Stout,6.1,0.0,Oatmeal Stout
2597,Iron Horse Oatmeal Stout,0.0,0.0,Oatmeal Stout
2598,Black Stallion Oatmeal Stout,4.8,0.0,Oatmeal Stout
2599,One Oatmeal Stout,0.0,0.0,Oatmeal Stout
2600,Heller Hound Bock Beer,6.2,0,German-Style Heller Bock/Maibock
2601,Sprecher Maibock,6.0,0,German-Style Heller Bock/Maibock
2602,Honey Double Maibock,7.0,0.0,German-Style Heller Bock/Maibock
2603,Capital Maibock,0.0,0.0,German-Style Heller Bock/Maibock
2604,Wicked Springfest,0.0,0.0,German-Style Heller Bock/Maibock
2605,Anniversary Maibock,7.2,0.0,German-Style Heller Bock/Maibock
2606,St. Boisterous Hellerbock,7.3,0.0,German-Style Heller Bock/Maibock
2607,Climax Helles,4.8,0.0,German-Style Heller Bock/Maibock
2608,Boulevard Maibock,5.95,0.0,German-Style Heller Bock/Maibock
2609,Dundee Pale Bock Lager,6.25,0.0,German-Style Heller Bock/Maibock
2610,Bad Billy Blond Bock,6.2,0.0,German-Style Heller Bock/Maibock
2611,Left Hand Milk Stout,5.9,0,Sweet Stout
2612,Apache Trout Stout,5.0,0.0,Sweet Stout
2613,Round Barn Cocoa Stout,0.0,0.0,Sweet Stout
2614,Steel Toe Stout,5.4,0.0,Sweet Stout
2615,Duck-Rabbit Milk Stout,5.7,0.0,Sweet Stout
2616,Tailgate Sweet Stout,6.6,0.0,Sweet Stout
2617,Terrapin Midnight Project Depth Charge Espresso Milk Stout,8.0,0.0,Sweet Stout
2618,Too Cream Stout,0.0,0.0,Sweet Stout
2619,Miller Chill,4.1,0.0,American-Style Light Lager
2620,Miller High Life,5.0,0.0,American-Style Light Lager
2621,Miller Genuine Draft,4.66,0.0,American-Style Light Lager
2622,Milwaukee's Best Light,4.5,0.0,American-Style Light Lager
2623,Icehouse,5.5,0.0,American-Style Light Lager
2624,Milwaukees Best,4.5,0.0,American-Style Light Lager
2625,Budweiser,5.0,0.0,American-Style Light Lager
2626,Bud Light,4.2,0.0,American-Style Light Lager
2627,Budweiser Select,4.3,0.0,American-Style Light Lager
2628,Miller Lite,4.2,0.0,American-Style Light Lager
2629,Yuengling Lager Light,3.4,0.0,American-Style Light Lager
2630,Yuengling Premium Light,3.5,0.0,American-Style Light Lager
2631,Coors Original,5.0,0.0,American-Style Light Lager
2632,Coors Light,4.2,0.0,American-Style Light Lager
2633,Labatt Blue Light,4.0,0.0,American-Style Light Lager
2634,Labatt Sterling,4.0,0.0,American-Style Light Lager
2635,Pabst Blue Ribbon,4.74,0.0,American-Style Light Lager
2636,Pabst Blue Ribbon Light,4.19,0.0,American-Style Light Lager
2637,Piels Draft,4.6,0.0,American-Style Light Lager
2638,Piels Light,3.79,0.0,American-Style Light Lager
2639,IC Light,4.15,0.0,American-Style Light Lager
2640,Natural Ice,5.9,0.0,American-Style Light Lager
2641,Natural Light,4.2,0.0,American-Style Light Lager
2642,UpRiver Lager,0.0,0.0,American-Style Light Lager
2643,Rolling Rock,4.6,0.0,American-Style Light Lager
2644,O! Gold Light Beer,3.8,0.0,American-Style Light Lager
2645,Sam Adams Light,0.0,0.0,American-Style Light Lager
2646,Lionshead Light,0.0,0.0,American-Style Light Lager
2647,Tailgate Light,4.7,0.0,American-Style Light Lager
2648,Stiegl Leicht,3.3,0.0,American-Style Light Lager
2649,Miller Genuine Draft 64,2.8,0.0,American-Style Light Lager
2650,Corona Light,4.1,0.0,American-Style Light Lager
2651,Kingfisher Premium,4.8,0.0,American-Style Light Lager
2652,Abita Light Beer,0.0,0.0,American-Style Light Lager
2653,Whirlwind Wit,5.0,0.0,Belgian-Style White
2654,Blue Moon Belgian White,5.4,0.0,Belgian-Style White
2655,Blanche,5.0,0.0,Belgian-Style White
2656,Walt Wit,5.0,0.0,Belgian-Style White
2657,Full Moon Belgian White Ale,7.9,0.0,Belgian-Style White
2658,Shock Top,5.2,0.0,Belgian-Style White
2659,Samuel Adams White Ale,0.0,0.0,Belgian-Style White
2660,Belgian Wit,0.0,0.0,Belgian-Style White
2661,Santa's Little Helper Witbier,5.7,0.0,Belgian-Style White
2662,Old Walt Smoked Wit,5.0,0.0,Belgian-Style White
2663,Samuel Adams Imperial White,10.3,0.0,Belgian-Style White
2664,Bouldevard ZÅŒN,4.4,0.0,Belgian-Style White
2665,Anchor Witbier with Brettanomyces,6.25,0.0,Belgian-Style White
2666,Orchard White,5.7,0.0,Belgian-Style White
2667,Satsuma Harvest Wit,5.1,0.0,Belgian-Style White
2668,Sunna Wit,0.0,0.0,Belgian-Style White
2669,Bud Light Golden Wheat,0.0,0.0,Belgian-Style White
2670,Scratch #22 2009,5.5,0.0,Belgian-Style White
2671,Alaskan White Ale,5.3,0.0,Belgian-Style White
2672,Brasserie de Brunehaut Bio BiÃ¨re Blanche (Organic),5.0,0.0,Belgian-Style White
2673,Cosmic Black Witbier,6.2,0.0,Belgian-Style White
2674,(512) Wit,5.2,0.0,Belgian-Style White
2675,Sun Block - Belgian Style Witte,0.0,0.0,Belgian-Style White
2676,Nit Wit,4.7,0.0,Belgian-Style White
2677,Harvest Moon Pumpkin,5.7,0.0,Pumpkin Beer
2678,Imperial Pumpkin Ale,8.0,0.0,Pumpkin Beer
2679,Ichabod's Midnight Ride,6.0,0.0,Pumpkin Beer
2680,Autumn Maple,10.0,0.0,Pumpkin Beer
2681,Heavy Seas The Great Pumpkin Imperial Pumpkin Ale,8.5,0.0,Pumpkin Beer
2682,Smuttynose Pumpkin Ale,5.1,0.0,Pumpkin Beer
2683,Wild Goose Pumpkin Patch,6.0,0.0,Pumpkin Beer
2684,Trickster Belgian-style Pumpkin Ale,7.0,0.0,Pumpkin Beer
2685,Frog's Hollow Double Pumpkin Ale,8.4,0.0,Pumpkin Beer
2686,ESB Ale,5.5,0.0,Special Bitter or Best Bitter
2687,Bitter American,3.6,0.0,Special Bitter or Best Bitter
2688,Potrero ESB,5.2,0.0,Special Bitter or Best Bitter
2689,8th Street Ale,4.5,0.0,Special Bitter or Best Bitter
2690,Trashy Blonde,4.1,0.0,Special Bitter or Best Bitter
2691,FA,4.8,0.0,Special Bitter or Best Bitter
2692,Adnams Explorer,5.5,0.0,Ordinary Bitter
2693,Tribute Premium Cornish Ale,4.2,0.0,Ordinary Bitter
2694,HSD Hicks Special Draught,5.0,0.0,Ordinary Bitter
2695,Tarletons Bitters,0.0,0.0,Ordinary Bitter
2696,St. Patrick's Best,4.2,0.0,Ordinary Bitter
2697,Colonel Blide's Cask Ale,5.5,31.0,Ordinary Bitter
2698,Finest Bitter,4.0,0.0,Ordinary Bitter
2699,2008 Culture Beer,5.0,0.0,Ordinary Bitter
2700,Alt Ball and Chain,5.2,0.0,German-Style Brown Ale/Altbier
2701,Double Mountain Altbier,5.6,0.0,German-Style Brown Ale/Altbier
2702,Hannen Alt,0.0,0.0,German-Style Brown Ale/Altbier
2703,(512) ALT,6.0,0.0,German-Style Brown Ale/Altbier
2704,Weyerbacher Juliet,8.5,0.0,German-Style Brown Ale/Altbier
2705,Caulfield's Rye,4.9,0.0,American Rye Ale or Lager
2706,"Zwaanend,ale",8.0,0.0,American Rye Ale or Lager
2707,Scratch #18 2009,7.3,0.0,American Rye Ale or Lager
2708,Bee Sting Honey Rye Ale,6.5,0.0,American Rye Ale or Lager
2709,Bitter Woman in the Rye,0.0,0.0,American Rye Ale or Lager
2710,Scratch #25 2009 Magical Moustache Rye,6.5,0.0,American Rye Ale or Lager
2711,Full Moon Pale Rye Ale,5.7,0.0,American Rye Ale or Lager
2712,Deluxe Organic Ale,6.9,0.0,American-Style Strong Pale Ale
2713,Bell's Batch 9000,12.5,0.0,American-Style Strong Pale Ale
2714,Holy Mackerel Mack In Black,8.0,0.0,American-Style Strong Pale Ale
2715,Ruben & The Jets,8.6,0.0,American-Style Strong Pale Ale
2716,Green Monsta Ale,7.3,0.0,American-Style Strong Pale Ale
2717,13th Anniversary Ale,9.5,0.0,American-Style Strong Pale Ale
2718,TrÃ¶egs Splinter Beer Red,11.0,0.0,American-Style Strong Pale Ale
2719,The Angel's Share - Bourbon Barrel Aged,12.5,0.0,American-Style Strong Pale Ale
2720,Hitachino Nest XH,8.0,0.0,American-Style Strong Pale Ale
2721,Old BullDog Extra Special,5.8,0.0,American-Style Strong Pale Ale
2722,Pale Ale,5.8,55.0,American-Style Strong Pale Ale
2723,Watershed IPA,7.1,0.0,American-Style Strong Pale Ale
2724,Watershed IPA,7.1,0.0,American-Style Strong Pale Ale
2725,Ginger Tom,4.0,0.0,Herb and Spice Beer
2726,Harpoon Winter Warmer,5.9,0.0,Herb and Spice Beer
2727,Dogma,7.8,0.0,Herb and Spice Beer
2728,Bathtub Gin Gruit Ale,8.0,0.0,Herb and Spice Beer
2729,Estrella Levante Clasica,4.8,0.0,Baltic-Style Porter
2730,Baltika 6,7.0,20.0,Baltic-Style Porter
2731,Estrella Levante Especial,5.4,0.0,Baltic-Style Porter
2732,Estrella Levante Sin 0.0% Alcohol,1.0,0.0,Baltic-Style Porter
